Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Scene text detection and recognition: recent advances and future trends","Frontiers of Computer Science","","10","1","10.1007/s11704-015-4488-0","Yingying Zhu and Cong Yao and Xiang Bai","2016","http://link.springer.com/article/10.1007/s11704-015-4488-0","Article"
"A survey on camera-captured scene text detection and extraction: towards Gurmukhi script","International Journal of Multimedia Information Retrieval","","6","2","10.1007/s13735-016-0116-5","Amandeep KaurRenu DhirGurpreet Singh Lehal","2017","http://link.springer.com/article/10.1007/s13735-016-0116-5","Article"
"Detecting Text in Natural Scenes Based on a Reduction of Photometric Effects: Problem of Text Detection","Computational Color Imaging","","","","10.1007/978-3-642-20404-3_18","Alain TrémeauBasura FernandoSezer KaraogluDamien Muselet","2011","http://link.springer.com/chapter/10.1007/978-3-642-20404-3_18","Chapter"
"Edge color transform: a new operator for natural scene text localization","Multimedia Tools and Applications","","77","6","10.1007/s11042-017-4663-4","Jalil Ghavidel NeycharanAlireza Ahmadyfard","2018","http://link.springer.com/article/10.1007/s11042-017-4663-4","Article"
"A hierarchical recursive method for text detection in natural scene images","Multimedia Tools and Applications","","76","24","10.1007/s11042-016-4099-2","Xiaobing WangYonghong SongYuanlin ZhangJingmin Xin","2017","http://link.springer.com/article/10.1007/s11042-016-4099-2","Article"
"A fast hierarchical method for multi-script and arbitrary oriented scene text extraction","International Journal on Document Analysis and Recognition (IJDAR)","","19","4","10.1007/s10032-016-0274-2","Lluis GomezDimosthenis Karatzas","2016","http://link.springer.com/article/10.1007/s10032-016-0274-2","Article"
"An effective graph-cut scene text localization with embedded text segmentation","Multimedia Tools and Applications","","74","13","10.1007/s11042-013-1848-3","Xiaoqian LiuWeiqiang Wang","2015","http://link.springer.com/article/10.1007/s11042-013-1848-3","Article"
"Fast and accurate scene text understanding with image binarization and off-the-shelf OCR","International Journal on Document Analysis and Recognition (IJDAR)","","18","2","10.1007/s10032-015-0240-4","Sergey MilyaevOlga BarinovaTatiana NovikovaPushmeet KohliVictor Lempitsky","2015","http://link.springer.com/article/10.1007/s10032-015-0240-4","Article"
"Reading Text in the Wild with Convolutional Neural Networks","International Journal of Computer Vision","","116","1","10.1007/s11263-015-0823-z","Max JaderbergKaren SimonyanAndrea VedaldiAndrew Zisserman","2016","http://link.springer.com/article/10.1007/s11263-015-0823-z","Article"
"Robust Text Detection in Natural Scene Images","AI 2016: Advances in Artificial Intelligence","","","","10.1007/978-3-319-50127-7_66","Van Khien PhamGueeSang Lee","2016","http://link.springer.com/chapter/10.1007/978-3-319-50127-7_66","Chapter"
"Detecting Text in Natural Scenes Based on a Reduction of Photometric Effects: Problem of Color Invariance","Computational Color Imaging","","","","10.1007/978-3-642-20404-3_17","Alain TrémeauChristoph GodauSezer KaraogluDamien Muselet","2011","http://link.springer.com/chapter/10.1007/978-3-642-20404-3_17","Chapter"
"Efficient Exploration of Text Regions in Natural Scene Images Using Adaptive Image Sampling","Computer Vision – ECCV 2016 Workshops","","","","10.1007/978-3-319-46604-0_31","Ismet Zeki YalnizDouglas GrayR. Manmatha","2016","http://link.springer.com/chapter/10.1007/978-3-319-46604-0_31","Chapter"
"Dynamic Lexicon Generation for Natural Scene Images","Computer Vision – ECCV 2016 Workshops","","","","10.1007/978-3-319-46604-0_29","Yash PatelLluis GomezMarçal RusiñolDimosthenis Karatzas","2016","http://link.springer.com/chapter/10.1007/978-3-319-46604-0_29","Chapter"
"Detection of artificial and scene text in images and video frames","Pattern Analysis and Applications","","16","3","10.1007/s10044-011-0237-7","Marios AnthimopoulosBasilis GatosIoannis Pratikakis","2013","http://link.springer.com/article/10.1007/s10044-011-0237-7","Article"
"TextCatcher: a method to detect curved and challenging text in natural scenes","International Journal on Document Analysis and Recognition (IJDAR)","","19","2","10.1007/s10032-016-0264-4","Jonathan FabrizioMyriam Robert-SeidowskySéverine DubuissonStefania CalarasanuRaphaël Boissel","2016","http://link.springer.com/article/10.1007/s10032-016-0264-4","Article"
"Arbitrarily-oriented multi-lingual text detection in video","Multimedia Tools and Applications","","76","15","10.1007/s11042-016-3941-x","Vijeta KharePalaiahnakote ShivakumaraRaveendran ParamesranMichael Blumenstein","2017","http://link.springer.com/article/10.1007/s11042-016-3941-x","Article"
"Camera-based analysis of text and documents: a survey","International Journal of Document Analysis and Recognition (IJDAR)","","7","2 - 3","10.1007/s10032-004-0138-z","Jian LiangDavid DoermannHuiping Li","2005","http://link.springer.com/article/10.1007/s10032-004-0138-z","Article"
"Scene text recognition and tracking to identify athletes in sport videos","Multimedia Tools and Applications","","63","2","10.1007/s11042-011-0878-y","Stefano MesselodiCarla Maria Modena","2013","http://link.springer.com/article/10.1007/s11042-011-0878-y","Article"
"Exploiting colour information for better scene text detection and recognition","International Journal on Document Analysis and Recognition (IJDAR)","","18","2","10.1007/s10032-015-0239-x","Muhammad FrazM. Saquib SarfrazEran A. Edirisinghe","2015","http://link.springer.com/article/10.1007/s10032-015-0239-x","Article"
"Detecting Text in Natural Image with Connectionist Text Proposal Network","Computer Vision – ECCV 2016","","","","10.1007/978-3-319-46484-8_4","Zhi TianWeilin HuangTong HePan HeYu Qiao","2016","http://link.springer.com/chapter/10.1007/978-3-319-46484-8_4","Chapter"
"Scene text extraction based on edges and support vector regression","International Journal on Document Analysis and Recognition (IJDAR)","","18","2","10.1007/s10032-015-0237-z","Shijian LuTao ChenShangxuan TianJoo-Hwee LimChew-Lim Tan","2015","http://link.springer.com/article/10.1007/s10032-015-0237-z","Article"
"Text recognition in scene image and video frame using Color Channel selection","Multimedia Tools and Applications","","77","7","10.1007/s11042-017-4750-6","Ayan Kumar BhuniaGautam KumarPartha Pratim RoyR. BalasubramanianUmapada Pal","2018","http://link.springer.com/article/10.1007/s11042-017-4750-6","Article"
"Multi-script Text Detection and Classification from Natural Scenes","Soft Computing in Data Science","","","","10.1007/978-981-10-2777-2_18","Zaidah IbrahimZolidah KasiranDino IsaNurbaity Sabri","2016","http://link.springer.com/chapter/10.1007/978-981-10-2777-2_18","Chapter"
"Sign text detection in street view images using an integrated feature","Multimedia Tools and Applications","","","","10.1007/s11042-018-5975-8","Fan ZhaoYao YangHai-yan ZhangLin-lin YangLin Zhang","2018","http://link.springer.com/article/10.1007/s11042-018-5975-8","Article"
"Scene text detection using adaptive color reduction, adjacent character model and hybrid verification strategy","The Visual Computer","","33","1","10.1007/s00371-015-1156-1","Hui WuBeiji ZouYu-qian ZhaoJianjing Guo","2017","http://link.springer.com/article/10.1007/s00371-015-1156-1","Article"
"Multi-oriented scene text detection in video based on wavelet and angle projection boundary growing","Multimedia Tools and Applications","","72","1","10.1007/s11042-013-1385-0","Palaiahnakote ShivakumaraAnjan DuttaChew Lim TanUmapada Pal","2014","http://link.springer.com/article/10.1007/s11042-013-1385-0","Article"
"A New Method for Arabic Text Detection in Natural Scene Image Based on the Color Homogeneity","Image and Signal Processing","","","","10.1007/978-3-319-33618-3_14","Houda GaddourSlim KanounNicole Vincent","2016","http://link.springer.com/chapter/10.1007/978-3-319-33618-3_14","Chapter"
"Redefining the DCT-based feature for scene text detection","International Journal of Document Analysis and Recognition (IJDAR)","","11","1","10.1007/s10032-008-0061-9","Hideaki Goto","2008","http://link.springer.com/article/10.1007/s10032-008-0061-9","Article"
"A framework for improved video text detection and recognition","Multimedia Tools and Applications","","69","1","10.1007/s11042-012-1250-6","Haojin YangBernhard QuehlHarald Sack","2014","http://link.springer.com/article/10.1007/s11042-012-1250-6","Article"
"Scene Text Extraction in Complex Images","Document Analysis Systems V","","","","10.1007/3-540-45869-7_38","Hye-Ran ByunMyung-Cheol RohKil-Cheon KimYeong-Woo ChoiSeong-Whan Lee","2002","http://link.springer.com/chapter/10.1007/3-540-45869-7_38","Chapter"
"Transform invariant text extraction","The Visual Computer","","30","4","10.1007/s00371-013-0864-7","Xin ZhangZhouchen LinFuchun SunYi Ma","2014","http://link.springer.com/article/10.1007/s00371-013-0864-7","Article"
"Robust Video Text Detection with Morphological Filtering Enhanced MSER","Journal of Computer Science and Technology","","30","2","10.1007/s11390-015-1528-z","Yun-Zhi ZhugeHu-Chuan Lu","2015","http://link.springer.com/article/10.1007/s11390-015-1528-z","Article"
"Text detection in chart images","Pattern Recognition and Image Analysis","","23","1","10.1134/S1054661813010112","N. VassilievaY. Fomina","2013","http://link.springer.com/article/10.1134/S1054661813010112","Article"
"Detecting both superimposed and scene text with multiple languages and multiple alignments in video","Multimedia Tools and Applications","","70","3","10.1007/s11042-012-1201-2","Xiaodong HuangHuadong MaCharles X. LingGuangyu Gao","2014","http://link.springer.com/article/10.1007/s11042-012-1201-2","Article"
"An automatic video text detection method based on BP-adaboost","Multimedia Tools and Applications","","75","13","10.1007/s11042-015-2690-6","Hui WuBei-ji ZouYu-qian ZhaoHong-pu Fu","2016","http://link.springer.com/article/10.1007/s11042-015-2690-6","Article"
"ICDAR 2003 robust reading competitions: entries, results, and future directions","International Journal of Document Analysis and Recognition (IJDAR)","","7","2 - 3","10.1007/s10032-004-0134-3","Simon M. LucasAlex PanaretosLuis SosaAnthony TangShirley WongRobert YoungKazuki AshidaHiroki NagaiMasayuki OkamotoHiroaki YamamotoHidetoshi MiyaoJunMin ZhuWuWen OuChristian WolfJean-Michel JolionLeon Todoran","2005","http://link.springer.com/article/10.1007/s10032-004-0134-3","Article"
"Guided Text Spotting for Assistive Blind Navigation in Unfamiliar Indoor Environments","Advances in Visual Computing","","","","10.1007/978-3-319-50832-0_2","Xuejian RongBing LiJ. Pablo MuñozJizhong XiaoAries ArditiYingli Tian","2016","http://link.springer.com/chapter/10.1007/978-3-319-50832-0_2","Chapter"
"Automatic Text Extraction in Digital Video Based on Motion Analysis","Image Analysis and Recognition","","","","10.1007/978-3-540-30125-7_73","Duarte PalmaJoão AscensoFernando Pereira","2004","http://link.springer.com/chapter/10.1007/978-3-540-30125-7_73","Chapter"
"Toward a computer vision-based wayfinding aid for blind persons to access unfamiliar indoor environments","Machine Vision and Applications","","24","3","10.1007/s00138-012-0431-7","YingLi TianXiaodong YangChucai YiAries Arditi","2013","http://link.springer.com/article/10.1007/s00138-012-0431-7","Article"
"Video text detection and segmentation for optical character recognition","Multimedia Systems","","10","3","10.1007/s00530-004-0157-0","Chong-Wah NgoChi-Kwong Chan","2005","http://link.springer.com/article/10.1007/s00530-004-0157-0","Article"
"Extraction of special effects caption text events from digital video","International Journal on Document Analysis and Recognition","","5","2 - 3","10.1007/s10032-002-0091-7","David CrandallSameer AntaniRangachar Kasturi","2003","http://link.springer.com/article/10.1007/s10032-002-0091-7","Article"
"Text Extraction, Enhancement and OCR in Digital Video","Document Analysis Systems: Theory and Practice","","","","10.1007/3-540-48172-9_29","Huiping LiDavid DoermannOmid Kia","1999","http://link.springer.com/chapter/10.1007/3-540-48172-9_29","Chapter"
"Recognizing Text-Based Traffic Guide Panels with Cascaded Localization Network","Computer Vision – ECCV 2016 Workshops","","","","10.1007/978-3-319-46604-0_8","Xuejian RongChucai YiYingli Tian","2016","http://link.springer.com/chapter/10.1007/978-3-319-46604-0_8","Chapter"
"A novel method for binarization of scene text images and its application in text identification","Pattern Analysis and Applications","","","","10.1007/s10044-018-0687-2","Ranjit GhoshalAnandarup RoyAyan BanerjeeBibhas Chandra DharaSwapan K. Parui","2018","http://link.springer.com/article/10.1007/s10044-018-0687-2","Article"
"Bidirectional extraction and recognition of scene text with layout consistency","International Journal on Document Analysis and Recognition (IJDAR)","","19","2","10.1007/s10032-016-0261-7","Ryota HinamiXinhao LiuNaoki ChibaShin’ichi Satoh","2016","http://link.springer.com/article/10.1007/s10032-016-0261-7","Article"
"Portable and fast text detection","Machine Vision and Applications","","27","6","10.1007/s00138-016-0778-2","L. ZiniF. Odone","2016","http://link.springer.com/article/10.1007/s00138-016-0778-2","Article"
"Beginning Frame and Edge Based Name Text Localization in News Interview Videos","Intelligent Computing Methodologies","","","","10.1007/978-3-319-42297-8_54","Sanghee LeeJungil AhnYoulkyeoung LeeKanghyun Jo","2016","http://link.springer.com/chapter/10.1007/978-3-319-42297-8_54","Chapter"
"Scene word recognition from pieces to whole","Frontiers of Computer Science","","","","10.1007/s11704-017-6420-2","Anna ZhuSeiichi Uchida","2018","http://link.springer.com/article/10.1007/s11704-017-6420-2","Article"
"A method for text line detection in natural images","Multimedia Tools and Applications","","74","3","10.1007/s11042-013-1702-7","Jie YuanBaogang WeiYonghuai LiuYin ZhangLidong Wang","2015","http://link.springer.com/article/10.1007/s11042-013-1702-7","Article"
"An evidence-based model of saliency feature extraction for scene text analysis","International Journal on Document Analysis and Recognition (IJDAR)","","19","3","10.1007/s10032-016-0270-6","Yui-Lang ChenPao-Ta Yu","2016","http://link.springer.com/article/10.1007/s10032-016-0270-6","Article"
"Scene Text Detection Based on Text Probability and Pruning Algorithm","Intelligent Computing Methodologies","","","","10.1007/978-3-319-42297-8_67","Gang ZhouYajun LiuFei ShiYing Hu","2016","http://link.springer.com/chapter/10.1007/978-3-319-42297-8_67","Chapter"
"Text recognition in multimedia documents: a study of two neural-based OCRs using and avoiding character segmentation","International Journal on Document Analysis and Recognition (IJDAR)","","17","1","10.1007/s10032-013-0202-7","Khaoula ElagouniChristophe GarciaFranck MamaletPascale Sébillot","2014","http://link.springer.com/article/10.1007/s10032-013-0202-7","Article"
"Scene Text Detection with Adaptive Line Clustering","Computer Vision – ECCV 2016 Workshops","","","","10.1007/978-3-319-46604-0_27","Xinxu QiaoHe ZhuWeiping Li","2016","http://link.springer.com/chapter/10.1007/978-3-319-46604-0_27","Chapter"
"Scene Text Detection and Tracking for Wearable Text-to-Speech Translation Camera","Computers Helping People with Special Needs","","","","10.1007/978-3-319-41267-2_4","Hideaki GotoKunqi Liu","2016","http://link.springer.com/chapter/10.1007/978-3-319-41267-2_4","Chapter"
"New Approach Based on Texture and Geometric Features for Text Detection","Image and Signal Processing","","","","10.1007/978-3-642-13681-8_19","Hinde AnoualSanaa El FkihiAbdelilah JilbabDriss Aboutajdine","2010","http://link.springer.com/chapter/10.1007/978-3-642-13681-8_19","Chapter"
"Text detection in street level images","Pattern Analysis and Applications","","16","4","10.1007/s10044-013-0329-7","Jonathan FabrizioBeatriz MarcoteguiMatthieu Cord","2013","http://link.springer.com/article/10.1007/s10044-013-0329-7","Article"
"Text Extraction in Digital News Video Using Morphology","Document Analysis Systems V","","","","10.1007/3-540-45869-7_39","Hyeran ByunInyoung JangYeongwoo Choi","2002","http://link.springer.com/chapter/10.1007/3-540-45869-7_39","Chapter"
"PDA-Based Text Localization System Using Client/Server Architecture","PRICAI 2004: Trends in Artificial Intelligence","","","","10.1007/978-3-540-28633-2_88","Anjin ParkKeechul Jung","2004","http://link.springer.com/chapter/10.1007/978-3-540-28633-2_88","Chapter"
"Smooth Stroke Width Transform for Text Detection","Artificial Intelligence: Methodology, Systems, and Applications","","","","10.1007/978-3-319-44748-3_18","Il-Seok OhJin-Seon Lee","2016","http://link.springer.com/chapter/10.1007/978-3-319-44748-3_18","Chapter"
"Robust and parallel Uyghur text localization in complex background images","Machine Vision and Applications","","28","7","10.1007/s00138-017-0837-3","Yun SongJianjun ChenHongtao XieZhineng ChenXingyu GaoXi Chen","2017","http://link.springer.com/article/10.1007/s00138-017-0837-3","Article"
"Downtown Osaka Scene Text Dataset","Computer Vision – ECCV 2016 Workshops","","","","10.1007/978-3-319-46604-0_32","Masakazu IwamuraTakahiro MatsudaNaoyuki MorimotoHitomi SatoYuki IkedaKoichi Kise","2016","http://link.springer.com/chapter/10.1007/978-3-319-46604-0_32","Chapter"
"From Text Detection to Text Segmentation: A Unified Evaluation Scheme","Computer Vision – ECCV 2016 Workshops","","","","10.1007/978-3-319-46604-0_28","Stefania CalarasanuJonathan FabrizioSéverine Dubuisson","2016","http://link.springer.com/chapter/10.1007/978-3-319-46604-0_28","Chapter"
"Localization of Caption Texts in Natural Scenes Using a Wavelet Transformation","Progress in Pattern Recognition, Image Analysis and Applications","","","","10.1007/978-3-540-30463-0_12","Javier JiménezEnric Martí","2004","http://link.springer.com/chapter/10.1007/978-3-540-30463-0_12","Chapter"
"Single Shot Text Detector with Rotational Prior Boxes","Neural Processing Letters","","","","10.1007/s11063-018-9810-z","Wei ZhuJing LouQingyuan XiaMingwu Ren","2018","http://link.springer.com/article/10.1007/s11063-018-9810-z","Article"
"Automatic text segmentation and text recognition for video indexing","Multimedia Systems","","8","1","10.1007/s005300050006","Rainer LienhartWolfgang Effelsberg","2000","http://link.springer.com/article/10.1007/s005300050006","Article"
"Rectification and recognition of text in 3-D scenes","International Journal of Document Analysis and Recognition (IJDAR)","","7","2 - 3","10.1007/s10032-004-0133-4","Gregory K. MyersRobert C. BollesQuang-Tuan LuongJames A. HersonHrishikesh B. Aradhye","2005","http://link.springer.com/article/10.1007/s10032-004-0133-4","Article"
"Video OCR: A Survey And Practitioner’s Guide","Video Mining","","","","10.1007/978-1-4757-6928-9_6","Rainer Lienhart","2003","http://link.springer.com/chapter/10.1007/978-1-4757-6928-9_6","Chapter"
"Video text localization based on Adaboost","Multimedia Tools and Applications","","","","10.1007/s11042-018-6064-8","Fang YinRui WuXiaoyang YuGuanglu Sun","2018","http://link.springer.com/article/10.1007/s11042-018-6064-8","Article"
"Unsupervised refinement of color and stroke features for text binarization","International Journal on Document Analysis and Recognition (IJDAR)","","20","2","10.1007/s10032-017-0283-9","Anand MishraKarteek AlahariC. V. Jawahar","2017","http://link.springer.com/article/10.1007/s10032-017-0283-9","Article"
"Automatic video superimposed text detection based on Nonsubsampled Contourlet Transform","Multimedia Tools and Applications","","77","6","10.1007/s11042-017-4619-8","Xiaodong Huang","2018","http://link.springer.com/article/10.1007/s11042-017-4619-8","Article"
"A Copula Based Statistical Model for Text Extraction from Scene Images","Pattern Recognition and Machine Intelligence","","","","10.1007/978-3-642-45062-4_67","Ranjit GhoshalAnandarup RoySwapan K. Parui","2013","http://link.springer.com/chapter/10.1007/978-3-642-45062-4_67","Chapter"
"PhotoPrev: Unifying Context and Content Cues to Enhance Personal Photo Revisitation","Journal of Computer Science and Technology","","30","3","10.1007/s11390-015-1536-z","Li JinGang-Li LiuLiang ZhaoLing Feng","2015","http://link.springer.com/article/10.1007/s11390-015-1536-z","Article"
"Label Embedding: A Frugal Baseline for Text Recognition","International Journal of Computer Vision","","113","3","10.1007/s11263-014-0793-6","Jose A. Rodriguez-SerranoAlbert GordoFlorent Perronnin","2015","http://link.springer.com/article/10.1007/s11263-014-0793-6","Article"
"Automatic Text Extraction for Content-Based Image Indexing","Advances in Knowledge Discovery and Data Mining","","","","10.1007/978-3-540-24775-3_60","Keechul JungEun Yi Kim","2004","http://link.springer.com/chapter/10.1007/978-3-540-24775-3_60","Chapter"
"Preface","International Journal on Document Analysis and Recognition (IJDAR)","","18","2","10.1007/s10032-015-0244-0","Faisal ShafaitDimosthenis KaratzasSeiichi UchidaMasakazu Iwamura","2015","http://link.springer.com/article/10.1007/s10032-015-0244-0","Article"
"Headline Based Text Extraction from Outdoor Images","Pattern Recognition and Machine Intelligence","","","","10.1007/978-3-642-21786-9_72","Ranjit GhoshalAnandarup RoyTapan Kumar BhowmikSwapan K. Parui","2011","http://link.springer.com/chapter/10.1007/978-3-642-21786-9_72","Chapter"
"InfoScope: Link from Real World to Digital Information Space","Ubicomp 2001: Ubiquitous Computing","","","","10.1007/3-540-45427-6_21","Ismail Haritaoglu","2001","http://link.springer.com/chapter/10.1007/3-540-45427-6_21","Chapter"
"Detecting Uyghur text in complex background images with convolutional neural network","Multimedia Tools and Applications","","76","13","10.1007/s11042-017-4538-8","Shancheng FangHongtao XieZhineng ChenShiai ZhuXiaoyan GuXingyu Gao","2017","http://link.springer.com/article/10.1007/s11042-017-4538-8","Article"
"Fast and Accurate Tree-Based Clustering for Japanese/Chinese Character Recognition","Image Analysis and Processing – ICIAP 2013","","","","10.1007/978-3-642-41184-7_47","Yuichi AbeTakahiro SasakiHideaki Goto","2013","http://link.springer.com/chapter/10.1007/978-3-642-41184-7_47","Chapter"
"An Image Dataset of Text Patches in Everyday Scenes","Advances in Visual Computing","","","","10.1007/978-3-319-50832-0_28","Ahmed IbrahimA. Lynn AbbottMohamed E. Hussein","2016","http://link.springer.com/chapter/10.1007/978-3-319-50832-0_28","Chapter"
"Automated analysis of images in documents for intelligent document search","International Journal on Document Analysis and Recognition (IJDAR)","","12","2","10.1007/s10032-009-0081-0","Xiaonan LuSaurabh KatariaWilliam J. BrouwerJames Z. WangPrasenjit MitraC. Lee Giles","2009","http://link.springer.com/article/10.1007/s10032-009-0081-0","Article"
"Video text detection and localization in intra-frames of H.264/AVC compressed video","Multimedia Tools and Applications","","70","3","10.1007/s11042-012-1168-z","Xueming QianHuan WangXingsong Hou","2014","http://link.springer.com/article/10.1007/s11042-012-1168-z","Article"
"Text extraction from colored book and journal covers","International Journal on Document Analysis and Recognition","","2","4","10.1007/PL00021523","K. SobottkaH. KronenbergT. PerroudH. Bunke","2000","http://link.springer.com/article/10.1007/PL00021523","Article"
"Robust Uyghur Text Localization in Complex Background Images","Advances in Multimedia Information Processing - PCM  2016","","","","10.1007/978-3-319-48896-7_40","Jianjun ChenYun SongHongtao XieXi ChenHan DengYizhi Liu","2016","http://link.springer.com/chapter/10.1007/978-3-319-48896-7_40","Chapter"
"Weakly-supervised region annotation for understanding scene images","Multimedia Tools and Applications","","75","6","10.1007/s11042-014-2420-5","Hao WangTong LuYiming WangPalaiahnakote ShivakumaraChew Lim Tan","2016","http://link.springer.com/article/10.1007/s11042-014-2420-5","Article"
"Performance Evaluation of Text Detection and Tracking in Video","Document Analysis Systems VII","","","","10.1007/11669487_51","Vasant ManoharPadmanabhan SoundararajanMatthew BoonstraHarish RajuDmitry GoldgofRangachar KasturiJohn Garofolo","2006","http://link.springer.com/chapter/10.1007/11669487_51","Chapter"
"Object count/area graphs for the evaluation of object detection and segmentation algorithms","International Journal of Document Analysis and Recognition (IJDAR)","","8","4","10.1007/s10032-006-0014-0","Christian WolfJean-Michel Jolion","2006","http://link.springer.com/article/10.1007/s10032-006-0014-0","Article"
"Text-aware balloon extraction from manga","The Visual Computer","","32","4","10.1007/s00371-015-1084-0","Xueting LiuChengze LiHaichao ZhuTien-Tsin WongXuemiao Xu","2016","http://link.springer.com/article/10.1007/s00371-015-1084-0","Article"
"A new ring radius transform-based thinning method for multi-oriented video characters","International Journal on Document Analysis and Recognition (IJDAR)","","18","2","10.1007/s10032-015-0238-y","Yirui WuPalaiahnakote ShivakumaraWang WeiTong LuUmapada Pal","2015","http://link.springer.com/article/10.1007/s10032-015-0238-y","Article"
"News Content Highlight via Fast Caption Text Detection on Compressed Video","Intelligent Data Engineering and Automated Learning — IDEAL 2000. Data Mining, Financial Engineering, and Intelligent Agents","","","","10.1007/3-540-44491-2_64","Weiqiang WangWen GaoJintao LiShouxun Lin","2000","http://link.springer.com/chapter/10.1007/3-540-44491-2_64","Chapter"
"A video-based framework for the analysis of presentations/posters","International Journal of Document Analysis and Recognition (IJDAR)","","7","2 - 3","10.1007/s10032-004-0137-0","A. ZandifarR. DuraiswamiL. S. Davis","2005","http://link.springer.com/article/10.1007/s10032-004-0137-0","Article"
"Morphology-based text line extraction","Machine Vision and Applications","","19","3","10.1007/s00138-007-0092-0","Jui-Chen WuJun-Wei HsiehYung-Sheng Chen","2008","http://link.springer.com/article/10.1007/s00138-007-0092-0","Article"
"A hierarchical and scalable model for contemporary document image segmentation","Pattern Analysis and Applications","","16","4","10.1007/s10044-012-0282-x","Asma OujiYann LeydierFrank LeBourgeois","2013","http://link.springer.com/article/10.1007/s10044-012-0282-x","Article"
"Text and non-text separation in offline document images: a survey","International Journal on Document Analysis and Recognition (IJDAR)","","","","10.1007/s10032-018-0296-z","Showmik BhowmikRam SarkarMita NasipuriDavid Doermann","2018","http://link.springer.com/article/10.1007/s10032-018-0296-z","Article"
"Image Parsing: Unifying Segmentation, Detection, and Recognition","International Journal of Computer Vision","","63","2","10.1007/s11263-005-6642-x","Zhuowen TuXiangrong ChenAlan L. YuilleSong-Chun Zhu","2005","http://link.springer.com/article/10.1007/s11263-005-6642-x","Article"
"Stochastic Modeling of Video Events","Content-Based Video Retrieval","","","","10.1007/978-1-4757-4865-9_5","Milan PetkovićWillem Jonker","2004","http://link.springer.com/chapter/10.1007/978-1-4757-4865-9_5","Chapter"
"Detecting figures and part labels in patents: competition-based development of graphics recognition algorithms","International Journal on Document Analysis and Recognition (IJDAR)","","19","2","10.1007/s10032-016-0260-8","Christoph RiedlRichard ZanibbiMarti A. HearstSiyu ZhuMichael MeniettiJason CrusanIvan MetelskyKarim R. Lakhani","2016","http://link.springer.com/article/10.1007/s10032-016-0260-8","Article"
"Fast Text Caption Localization on Video Using Visual Rhythm","Recent Advances in Visual Information Systems","","","","10.1007/3-540-45925-1_24","Seong Soo ChunHyeokman KimKim Jung-RimSangwook OhSanghoon Sull","2002","http://link.springer.com/chapter/10.1007/3-540-45925-1_24","Chapter"
"Frame selection for OCR from video stream of book flipping","Multimedia Tools and Applications","","77","1","10.1007/s11042-016-4292-3","Dibyayan ChakrabortyPartha Pratim RoyRajkumar SainiJose M. AlvarezUmapada Pal","2018","http://link.springer.com/article/10.1007/s11042-016-4292-3","Article"
"Modeling Human Comprehension of Data Visualizations","Virtual, Augmented and Mixed Reality","","","","10.1007/978-3-319-39907-2_12","Michael J. HaassAndrew T. WilsonLaura E. MatzenKristin M. Divis","2016","http://link.springer.com/chapter/10.1007/978-3-319-39907-2_12","Chapter"
"Unsupervised Text Segmentation Using Color and Wavelet Features","Image and Video Retrieval","","","","10.1007/978-3-540-27814-6_28","Julinda GllavataRalph EwerthTeuta StefiBernd Freisleben","2004","http://link.springer.com/chapter/10.1007/978-3-540-27814-6_28","Chapter"
"FigureSeer: Parsing Result-Figures in Research Papers","Computer Vision – ECCV 2016","","","","10.1007/978-3-319-46478-7_41","Noah SiegelZachary HorvitzRoie LevinSantosh DivvalaAli Farhadi","2016","http://link.springer.com/chapter/10.1007/978-3-319-46478-7_41","Chapter"
"Complex documents images segmentation based on steerable pyramid features","International Journal on Document Analysis and Recognition (IJDAR)","","13","3","10.1007/s10032-010-0113-9","Mohamed BenjelilSlim KanounRémy MullotAdel M. Alimi","2010","http://link.springer.com/article/10.1007/s10032-010-0113-9","Article"
"Character and numeral recognition for non-Indic and Indic scripts: a survey","Artificial Intelligence Review","","","","10.1007/s10462-017-9607-x","Munish KumarM. K. JindalR. K. SharmaSimpel Rani Jindal","2018","http://link.springer.com/article/10.1007/s10462-017-9607-x","Article"
"Character pattern extraction from documents with complex backgrounds","International Journal on Document Analysis and Recognition","","4","4","10.1007/s10032-001-0073-1","Hideaki GotoHirotomo Aso","2002","http://link.springer.com/article/10.1007/s10032-001-0073-1","Article"
"Extending a DBMS to Support Content-Based Video Retrieval: A Formula 1 Case Study","XML-Based Data Management and Multimedia Engineering — EDBT 2002 Workshops","","","","10.1007/3-540-36128-6_18","Milan PetkovićVojkan MihajlovićWillem Jonker","2002","http://link.springer.com/chapter/10.1007/3-540-36128-6_18","Chapter"
"Knowledge-driven understanding of images in comic books","International Journal on Document Analysis and Recognition (IJDAR)","","18","3","10.1007/s10032-015-0243-1","Christophe RigaudClément GuérinDimosthenis KaratzasJean-Christophe BurieJean-Marc Ogier","2015","http://link.springer.com/article/10.1007/s10032-015-0243-1","Article"
"Chinese Image Text Recognition with BLSTM-CTC: A Segmentation-Free Method","Pattern Recognition","","","","10.1007/978-981-10-3005-5_43","Chuanlei ZhaiZhineng ChenJie LiBo Xu","2016","http://link.springer.com/chapter/10.1007/978-981-10-3005-5_43","Chapter"
